BRANCHCODE;BRANCHINFO;INSTITUTIONNAME;PHYSICALADDRESS;COUNTRYNAME;SWIFTCODE;CITYNAME
036309;PINELANDS;STANDARD BANK;HOWARD SHOPPING CENTRE HOWARD DRIVE;SOUTH AFRICA;SBZAZAJJ;PINELANDS
040026;KINGSMEAD;STANDARD BANK;1 KINGSMEAD WAY;SOUTH AFRICA;SBZAZAJJ;KINGSMEAD
040027;BALLITO;STANDARD BANK;SHOP 39-41 LIFESTYLE CENTRE;SOUTH AFRICA;SBZAZAJJ;BALLITO
040126;DURBAN ABC;STANDARD BANK;369 WEST STREET;SOUTH AFRICA;SBZAZAJJ;DURBAN ABC
040227;OPS:P/SHEPSTONE ATM SERVICES;STANDARD BANK;23 PRINCESS ELIZABETH DRIVE;SOUTH AFRICA;SBZAZAJJ;OPS:P/SHEPSTONE ATM SERVICES
040327;PHUTHADITJHABA;STANDARD BANK;SHOP 2, SETSING CENTRE PHASE 2,;SOUTH AFRICA;SBZAZAJJ;PHUTHADITJHABA
040427;SBV EAST LONDON;STANDARD BANK;4 BUFFALO PARK DRIVE;SOUTH AFRICA;SBZAZAJJ;SBV EAST LONDON
040726;SBV PIETERMARITZBURG;STANDARD BANK;27 WIGANTHORPE  STREET;SOUTH AFRICA;SBZAZAJJ;SBV PIETERMARITZBURG
040727;MSUNDUZI BRANCH CLOSE;STANDARD BANK;MSUNDUZI BRANCH MERGE WITH MIDLANDS BRANCH;SOUTH AFRICA;SBZAZAJJ;MSUNDUZI BRANCH CLOSE
040826;ALBERT STREET;STANDARD BANK;QUALBERT CENTRE 40 ALBERT STREET;SOUTH AFRICA;SBZAZAJJ;ALBERT STREET
040926;STL:DURBAN ADMIN;STANDARD BANK;1ST FLOOR STANDARD HOUSE;SOUTH AFRICA;SBZAZAJJ;STL:DURBAN ADMIN
040927;BRIDGE CITY;STANDARD BANK;SHOP U40, BRIDGE CITY SHOPPING CENTRE;SOUTH AFRICA;SBZAZAJJ;BRIDGE CITY
041027;NGCOBO;STANDARD BANK;CNR HIGH AND CHURCH STREET;SOUTH AFRICA;SBZAZAJJ;NGCOBO
041227;ANTON LEMBEDE STREET;STANDARD BANK;DELTA TOWERS;SOUTH AFRICA;SBZAZAJJ;ANTON LEMBEDE STREET
041426;OPS:DURBAN ATM SERVICES;STANDARD BANK;96 FIRST AVENUE;SOUTH AFRICA;SBZAZAJJ;OPS:DURBAN ATM SERVICES
041726;DURBAN CLEARING HOUSE;STANDARD BANK;;SOUTH AFRICA;SBZAZAJJ;DURBAN CLEARING HOUSE
041826;CIB: SANRAND RANDBURG;STANDARD BANK;42 CHAMBERLAIN ROAD;SOUTH AFRICA;SBZAZAJJ;CIB: SANRAND RANDBURG
041827;ESIKHALENI;STANDARD BANK;SHOP 40, ESIKHALENI PLAZA;SOUTH AFRICA;SBZAZAJJ;ESIKHALENI
042427;OPS: MTHATHA CASH SERVICES;STANDARD BANK;ERF 2642 10 ERROL SPRINGS ROAD;SOUTH AFRICA;SBZAZAJJ;OPS: MTHATHA CASH SERVICES
042526;GLENWOOD;STANDARD BANK;88 BRAND STREET;SOUTH AFRICA;SBZAZAJJ;GLENWOOD
042726;WINDERMERE;STANDARD BANK;WINDERMERE SHOPPING CENTRE;SOUTH AFRICA;SBZAZAJJ;WINDERMERE
042826;DURBAN NORTH;STANDARD BANK;17 BROADWAY;SOUTH AFRICA;SBZAZAJJ;DURBAN NORTH
043326;BLUFF;STANDARD BANK;HILLSIDE BLUFF TOWERS;SOUTH AFRICA;SBZAZAJJ;BLUFF
043626;BRIARDENE BRANCH CLOSURE;STANDARD BANK;BRIARDENE BRANCH MERGE WITH DURBAN NORTH BRANC;SOUTH AFRICA;SBZAZAJJ;BRIARDENE BRANCH CLOSURE
043826;OVERPORT CITY;STANDARD BANK;RIDGE LEVEL  OVERPORT CITY;SOUTH AFRICA;SBZAZAJJ;OVERPORT CITY
043827;EDENDALE KZN;STANDARD BANK;EDENDALE MALL;SOUTH AFRICA;SBZAZAJJ;EDENDALE KZN
044126;CHATSWORTH;STANDARD BANK;3RD LEVEL 17 JOYHURST STREET CHATWORTH CENTRE;SOUTH AFRICA;SBZAZAJJ;CHATSWORTH
044427;NEWCASTLE CASH SERVICES;STANDARD BANK;28 AYLIFF STREET;SOUTH AFRICA;SBZAZAJJ;NEWCASTLE CASH SERVICES
044926;PHOENIX;STANDARD BANK;16-22 PARTHENON STREET;SOUTH AFRICA;SBZAZAJJ;PHOENIX
045026;CIB: CENTRAL GAUTENG;STANDARD BANK;25 SAUER STREET;SOUTH AFRICA;SBZAZAJJ;CIB: CENTRAL GAUTENG
045426;WESTVILLE;STANDARD BANK;30 CHURCH ROAD;SOUTH AFRICA;SBZAZAJJ;WESTVILLE
045526;KLOOF;STANDARD BANK;SHOP 227-230 KLOOF VILLAGE MALL;SOUTH AFRICA;SBZAZAJJ;KLOOF
045626;PINETOWN;STANDARD BANK;51 OLD MAIN ROAD;SOUTH AFRICA;SBZAZAJJ;PINETOWN
045726;HILLCREST;STANDARD BANK;SHOP U16 HILLCREST SHOPPING CENTER;SOUTH AFRICA;SBZAZAJJ;HILLCREST
046227;CORNUBIA;STANDARD BANK;CORNUBIA SHOPPING CENTRE;SOUTH AFRICA;SBZAZAJJ;CORNUBIA
047027;NEWCASTLE MALL;STANDARD BANK;SHOP 154 NECASTLE MALL;SOUTH AFRICA;SBZAZAJJ;NEWCASTLE MALL
047126;ULUNDI;STANDARD BANK;SHOP B2B, ONDINI PLAZA;SOUTH AFRICA;SBZAZAJJ;ULUNDI
047226;IPC: BRANCH MAINENANCE DBN;STANDARD BANK;3RD FLOOR STANDARD BANK CENTRE 96 FIRST AVENUE;SOUTH AFRICA;SBZAZAJJ;IPC: BRANCH MAINENANCE DBN
047526;DURBAN CASH SERVICES;STANDARD BANK;96  FIRST AVENUE;SOUTH AFRICA;SBZAZAJJ;DURBAN CASH SERVICES
047626;MIDLANDS;STANDARD BANK;SHOP 91 MIDLANDS MALL;SOUTH AFRICA;SBZAZAJJ;MIDLANDS
047726;OPS:PIETERMARITZBURG ATM SERVI;STANDARD BANK;27 WINGANTHORPE STREET;SOUTH AFRICA;SBZAZAJJ;OPS:PIETERMARITZBURG ATM SERVI
048126;QUEENSBURGH;STANDARD BANK;15 CORONATION ROAD;SOUTH AFRICA;SBZAZAJJ;QUEENSBURGH
048826;SBV RICHARDS BAY;STANDARD BANK;16 BRASS LINK STREET;SOUTH AFRICA;SBZAZAJJ;SBV RICHARDS BAY
048926;OPS:EAST LONDON ATM SERVICES;STANDARD BANK;4 BUFFALO PARK;SOUTH AFRICA;SBZAZAJJ;OPS:EAST LONDON ATM SERVICES
049126;IPS DURBAN DAY 1 CENTRE;STANDARD BANK;2ND FLOOR STANDARD BANK BUILDING;SOUTH AFRICA;SBZAZAJJ;IPS DURBAN DAY 1 CENTRE
049226;OPS:RICHARDS BAY ATM SERVICES;STANDARD BANK;15 BETASDRAL;SOUTH AFRICA;SBZAZAJJ;OPS:RICHARDS BAY ATM SERVICES
049526;SBV PORT SHEPSTONE;STANDARD BANK;23 PRINCESS ELIZABETH DRIVE;SOUTH AFRICA;SBZAZAJJ;SBV PORT SHEPSTONE
050002;KIMBERLEY;STANDARD BANK;CNR BULTFONTEIN AND LENNOX STREET;SOUTH AFRICA;SBZAZAJJ;KIMBERLEY
050040;MAFIKENG;STANDARD BANK;CNR NELSON MANDELA AND VICTORIA STREET;SOUTH AFRICA;SBZAZAJJ;MAFIKENG
050021;EAST LONDON;STANDARD BANK;77 OXFORD STREET;SOUTH AFRICA;SBZAZAJJ;EAST LONDON
050023;IXOPO;STANDARD BANK;11 MARGARET STREET;SOUTH AFRICA;SBZAZAJJ;IXOPO
050020;ALIWAL NORTH;STANDARD BANK;16 SOMERSET STREET;SOUTH AFRICA;SBZAZAJJ;ALIWAL NORTH
050018;COLESBERG;STANDARD BANK;26 CHURCH STREET;SOUTH AFRICA;SBZAZAJJ;COLESBERG
050016;ABERDEEN;STANDARD BANK;PORTER STREET;SOUTH AFRICA;SBZAZAJJ;ABERDEEN
050014;CALITZDORP;STANDARD BANK;VOORTREKKER STREET;SOUTH AFRICA;SBZAZAJJ;CALITZDORP
050017;PORT ELIZABETH;STANDARD BANK;1 PICKERING STREET;SOUTH AFRICA;SBZAZAJJ;PORT ELIZABETH
050015;HUMANSDORP;STANDARD BANK;35 MAIN STREET;SOUTH AFRICA;SBZAZAJJ;HUMANSDORP
050008;BEAUFORT WEST;STANDARD BANK;70 DONKIN STREET;SOUTH AFRICA;SBZAZAJJ;BEAUFORT WEST
050012;BREDASDORP;STANDARD BANK;SHOP 7, THE PAVILLION SHOPPING CENTRE;SOUTH AFRICA;SBZAZAJJ;BREDASDORP
050011;CITRUSDAL;STANDARD BANK;51 VOORTREKKER STREET;SOUTH AFRICA;SBZAZAJJ;CITRUSDAL
050007;CERES;STANDARD BANK;91 VOORTREKKER STREET;SOUTH AFRICA;SBZAZAJJ;CERES
050003;DOUGLAS;STANDARD BANK;DOUGLAS SHOPPING CENTRE;SOUTH AFRICA;SBZAZAJJ;DOUGLAS
050006;CALVINIA;STANDARD BANK;21 HOPE STREET;SOUTH AFRICA;SBZAZAJJ;CALVINIA
050106;CLANWILLIAM;STANDARD BANK;16 MAIN ROAD;SOUTH AFRICA;SBZAZAJJ;CLANWILLIAM
050122;KOKSTAD;STANDARD BANK;68 MAIN STREET;SOUTH AFRICA;SBZAZAJJ;KOKSTAD
050119;ALICE;STANDARD BANK;CNR MITCHELL AND CATHERINE STREET;SOUTH AFRICA;SBZAZAJJ;ALICE
050111;DARLING;STANDARD BANK;18 MAIN ROAD;SOUTH AFRICA;SBZAZAJJ;DARLING
050108;CARNARVON;STANDARD BANK;28 ALHEIT STREET;SOUTH AFRICA;SBZAZAJJ;CARNARVON
050103;HOPETOWN;STANDARD BANK;CHURCH STREET;SOUTH AFRICA;SBZAZAJJ;HOPETOWN
050115;MISGUND;STANDARD BANK;NATIONAL ROAD;SOUTH AFRICA;SBZAZAJJ;MISGUND
050113;LADISMITH CAPE;STANDARD BANK;1 VAN RIEBEECK STREET;SOUTH AFRICA;SBZAZAJJ;LADISMITH CAPE
050116;GRAAFF REINET;STANDARD BANK;33 CALEDON STREET;SOUTH AFRICA;SBZAZAJJ;GRAAFF REINET
050112;CALEDON;STANDARD BANK;16 PLEIN STREET;SOUTH AFRICA;SBZAZAJJ;CALEDON
050104;KAKAMAS;STANDARD BANK;24 VOORTREKKER STREET;SOUTH AFRICA;SBZAZAJJ;KAKAMAS
050107;DE DOORNS;STANDARD BANK;42 VOORTREKKER STREET;SOUTH AFRICA;SBZAZAJJ;DE DOORNS
050101;JAN KEMP;STANDARD BANK;55 GRENS STREET;SOUTH AFRICA;SBZAZAJJ;JAN KEMP
050118;CRADOCK;STANDARD BANK;4 ADDERLEY STREET;SOUTH AFRICA;SBZAZAJJ;CRADOCK
050219;BEDFORD EASTERN CAPE;STANDARD BANK;DONKIN STREET;SOUTH AFRICA;SBZAZAJJ;BEDFORD EASTERN CAPE
050221;BUTTERWORTH;STANDARD BANK;7 UMTATA STREET;SOUTH AFRICA;SBZAZAJJ;BUTTERWORTH
050220;BURGERSDORP;STANDARD BANK;CNR TAYLOR AND CHURCH STREET;SOUTH AFRICA;SBZAZAJJ;BURGERSDORP
050222;LUSIKISIKI;STANDARD BANK;MAIN STREET;SOUTH AFRICA;SBZAZAJJ;LUSIKISIKI
050201;VRYBURG;STANDARD BANK;56 MARKET STREET;SOUTH AFRICA;SBZAZAJJ;VRYBURG
050204;KEIMOES;STANDARD BANK;56 MAIN STREET;SOUTH AFRICA;SBZAZAJJ;KEIMOES
050203;PETRUSVILLE;STANDARD BANK;VISAGIE STREET;SOUTH AFRICA;SBZAZAJJ;PETRUSVILLE
050206;LAMBERTS BAY;STANDARD BANK;50 CHURCH STREET;SOUTH AFRICA;SBZAZAJJ;LAMBERTS BAY
050202;BARKLY WEST;STANDARD BANK;CAMPBELL STREET;SOUTH AFRICA;SBZAZAJJ;BARKLY WEST
050212;GRABOUW;STANDARD BANK;CNR KEEROM AND MAX HARRIS STREET;SOUTH AFRICA;SBZAZAJJ;GRABOUW
050216;JANSENVILLE;STANDARD BANK;MAIN STREET;SOUTH AFRICA;SBZAZAJJ;JANSENVILLE
050214;GEORGE;STANDARD BANK;99 HIBERNIA STREET;SOUTH AFRICA;SBZAZAJJ;GEORGE
050217;NORTH END;STANDARD BANK;585-587 GOVAN MBEKI AVENUE;SOUTH AFRICA;SBZAZAJJ;NORTH END
050213;MONTAGU;STANDARD BANK;46 BATH STREET;SOUTH AFRICA;SBZAZAJJ;MONTAGU
050215;UNIONDALE BRANCH CLOSE;STANDARD BANK;UNIONDALE BRANCH MERGE WITH MISGUND BRANCH;SOUTH AFRICA;SBZAZAJJ;UNIONDALE BRANCH CLOSE
050210;PAARL;STANDARD BANK;45 LADY GREY STREET;SOUTH AFRICA;SBZAZAJJ;PAARL
050208;DE AAR;STANDARD BANK;10 ALIDA STREET;SOUTH AFRICA;SBZAZAJJ;DE AAR
050311;MOORREESBURG;STANDARD BANK;34 MAIN STREET;SOUTH AFRICA;SBZAZAJJ;MOORREESBURG
050322;MATATIELE;STANDARD BANK;CNR HIGH & MARKET STREET;SOUTH AFRICA;SBZAZAJJ;MATATIELE
050334;OPS:KIMBERLEY ATM SERVICES;STANDARD BANK;RUTHERFORD ROAD;SOUTH AFRICA;SBZAZAJJ;OPS:KIMBERLEY ATM SERVICES
050320;CATHCART;STANDARD BANK;33 MAIN STREET;SOUTH AFRICA;SBZAZAJJ;CATHCART
050321;DUTYWA;STANDARD BANK;CNR RICHARDSON ROAD AND CHURCH LANE;SOUTH AFRICA;SBZAZAJJ;DUTYWA
050319;FORT BEAUFORT;STANDARD BANK;35 HENRIETTA STREET;SOUTH AFRICA;SBZAZAJJ;FORT BEAUFORT
050315;JEFFREYS BAY;STANDARD BANK;CNR JEFFREYS AND GOEDE HOOP STREET;SOUTH AFRICA;SBZAZAJJ;JEFFREYS BAY
050313;RIVERSDALE;STANDARD BANK;22 MAIN STREET;SOUTH AFRICA;SBZAZAJJ;RIVERSDALE
050314;KNYSNA;STANDARD BANK;KNYSNA MALL, SHOP Z5 - 04;SOUTH AFRICA;SBZAZAJJ;KNYSNA
050316;STEYTLERVILLE;STANDARD BANK;26 PIET RETIEF STREET;SOUTH AFRICA;SBZAZAJJ;STEYTLERVILLE
050312;HERMANUS;STANDARD BANK;14 - 18 ROYAL STREET;SOUTH AFRICA;SBZAZAJJ;HERMANUS
050302;KURUMAN;STANDARD BANK;VOORTREKKER STREET;SOUTH AFRICA;SBZAZAJJ;KURUMAN
050306;LOERIESFONTEIN;STANDARD BANK;MAIN STREET;SOUTH AFRICA;SBZAZAJJ;LOERIESFONTEIN
050307;TULBAGH;STANDARD BANK;24 VAN DER STEL STREET;SOUTH AFRICA;SBZAZAJJ;TULBAGH
050317;GREENACRES;STANDARD BANK;SHOP 7, GREENACRES SHOPPING CENTRE;SOUTH AFRICA;SBZAZAJJ;GREENACRES
050417;STANLEY STREET;STANDARD BANK;14 STANLEY STREET;SOUTH AFRICA;SBZAZAJJ;STANLEY STREET
050419;KING WILLIAMS TOWN;STANDARD BANK;SHOP G65 METLIFE MALL, OAK STREET;SOUTH AFRICA;SBZAZAJJ;KING WILLIAMS TOWN
050421;KOMGA;STANDARD BANK;CNR MAIN AND STATION STREET;SOUTH AFRICA;SBZAZAJJ;KOMGA
050422;MOUNT FRERE;STANDARD BANK;176 MAIN STREET;SOUTH AFRICA;SBZAZAJJ;MOUNT FRERE
050420;DORDRECHT;STANDARD BANK;63 GREY STREET;SOUTH AFRICA;SBZAZAJJ;DORDRECHT
050418;MIDDELBURG EASTERN CAPE;STANDARD BANK;28 MEINTJIES STREET;SOUTH AFRICA;SBZAZAJJ;MIDDELBURG EASTERN CAPE
050402;POSTMASBURG;STANDARD BANK;32 MAIN STREET;SOUTH AFRICA;SBZAZAJJ;POSTMASBURG
050407;WORCESTER;STANDARD BANK;36 ADDERLEY STREET;SOUTH AFRICA;SBZAZAJJ;WORCESTER
050411;PIKETBERG;STANDARD BANK;50 LONG STREET;SOUTH AFRICA;SBZAZAJJ;PIKETBERG
050410;TYGER MANOR;STANDARD BANK;309 DURBAN ROAD;SOUTH AFRICA;SBZAZAJJ;TYGER MANOR
050416;UITENHAGE;STANDARD BANK;86-88 CALEDON STREET;SOUTH AFRICA;SBZAZAJJ;UITENHAGE
050414;MOSSEL BAY;STANDARD BANK;85 MARSH STREET;SOUTH AFRICA;SBZAZAJJ;MOSSEL BAY
050413;ROBERTSON;STANDARD BANK;45 CHURCH STREET;SOUTH AFRICA;SBZAZAJJ;ROBERTSON
050506;SPRINGBOK;STANDARD BANK;VOORTREKKER STREET;SOUTH AFRICA;SBZAZAJJ;SPRINGBOK
050520;ELLIOT;STANDARD BANK;29 MACLEAR ROAD;SOUTH AFRICA;SBZAZAJJ;ELLIOT
050550;SBV WITBANK;STANDARD BANK;4A STEVENSON STREET KLIPFONTEIN EXTENSION 8;SOUTH AFRICA;SBZAZAJJ;SBV WITBANK
050513;SWELLENDAM;STANDARD BANK;32 A VOORTREK STREET;SOUTH AFRICA;SBZAZAJJ;SWELLENDAM
050514;OUDTSHOORN;STANDARD BANK;60 CHURCH STREET;SOUTH AFRICA;SBZAZAJJ;OUDTSHOORN
050504;POFADDER;STANDARD BANK;VOORTREKKER STREET;SOUTH AFRICA;SBZAZAJJ;POFADDER
050510;FRANSCHHOEK;STANDARD BANK;36 HUGENOTE ROAD;SOUTH AFRICA;SBZAZAJJ;FRANSCHHOEK
050511;VREDENBURG;STANDARD BANK;20A MAIN ROAD;SOUTH AFRICA;SBZAZAJJ;VREDENBURG
050507;MALMESBURY BRANCH;STANDARD BANK;62 VOORTREKKER ROAD;SOUTH AFRICA;SBZAZAJJ;MALMESBURY BRANCH
050502;KATHU;STANDARD BANK;SHOP 62, VILLAGE WALK SHOPPING CENTRE;SOUTH AFRICA;SBZAZAJJ;KATHU
050518;NOUPOORT;STANDARD BANK;13 PIET RETIEF STREET;SOUTH AFRICA;SBZAZAJJ;NOUPOORT
050501;HARTSWATER;STANDARD BANK;D.F. MALAN STREET;SOUTH AFRICA;SBZAZAJJ;HARTSWATER
050621;MTHATHA;STANDARD BANK;CNR YORK AND LEEDS ROAD;SOUTH AFRICA;SBZAZAJJ;MTHATHA
050602;LIMEACRES BRANCH CLOSE;STANDARD BANK;LIMEACRES BRANCH MERGE WITH;SOUTH AFRICA;SBZAZAJJ;LIMEACRES BRANCH CLOSE
050604;PRIESKA;STANDARD BANK;CHURCH STREET;SOUTH AFRICA;SBZAZAJJ;PRIESKA
050608;RICHMOND;STANDARD BANK;129 PIENAAR STREET;SOUTH AFRICA;SBZAZAJJ;RICHMOND
050611;LAAIPLEK;STANDARD BANK;13 JAMESON STREET;SOUTH AFRICA;SBZAZAJJ;LAAIPLEK
050610;STELLENBOSCH;STANDARD BANK;20 BIRD STREET;SOUTH AFRICA;SBZAZAJJ;STELLENBOSCH
050706;VREDENDAL;STANDARD BANK;25 VOORTREKKER STREET;SOUTH AFRICA;SBZAZAJJ;VREDENDAL
050721;STANDARD TRUST EAST LONDON;STANDARD BANK;OFFICE 2 1ST FLOOR FRERE SQUARE FRERE ROAD;SOUTH AFRICA;SBZAZAJJ;STANDARD TRUST EAST LONDON
050710;WELLINGTON;STANDARD BANK;18 CHURCH STREET;SOUTH AFRICA;SBZAZAJJ;WELLINGTON
050704;UPINGTON;STANDARD BANK;CNR. SCOTT AND HILL STREET;SOUTH AFRICA;SBZAZAJJ;UPINGTON
050714;PLETTENBERG BAY;STANDARD BANK;SHOP A1, THE MARKET SQUARE, BEACON WAY;SOUTH AFRICA;SBZAZAJJ;PLETTENBERG BAY
050718;SOMERSET EAST;STANDARD BANK;49 NOJOLI STREET;SOUTH AFRICA;SBZAZAJJ;SOMERSET EAST
050820;LADY GREY;STANDARD BANK;BOTHA STREET;SOUTH AFRICA;SBZAZAJJ;LADY GREY
050818;STEYNSBURG;STANDARD BANK;19 CHURCH STREET;SOUTH AFRICA;SBZAZAJJ;STEYNSBURG
050802;STANDARD TRUST KIMBERLEY;STANDARD BANK;REFER ALL ENQUIRIES TO CHAPEL STREET BRANCH;SOUTH AFRICA;SBZAZAJJ;STANDARD TRUST KIMBERLEY
050811;SALDANHA;STANDARD BANK;SHOP NO. 7 DIE SALDANHA SENTRUM;SOUTH AFRICA;SBZAZAJJ;SALDANHA
050911;KHAYELITSHA;STANDARD BANK;SHOP 51 AND 52 KBD SHOPPING CENTRE;SOUTH AFRICA;SBZAZAJJ;KHAYELITSHA
050920;MACLEAR;STANDARD BANK;32 VAN RIEBEECK STREET;SOUTH AFRICA;SBZAZAJJ;MACLEAR
050908;VICTORIA WEST;STANDARD BANK;61 CHURCH STREET;SOUTH AFRICA;SBZAZAJJ;VICTORIA WEST
050917;GRAHAMSTOWN BRANCH;STANDARD BANK;SHOP 34A PEPPERGROVE MALL;SOUTH AFRICA;SBZAZAJJ;GRAHAMSTOWN BRANCH
051017;KIRKWOOD;STANDARD BANK;MAIN STREET;SOUTH AFRICA;SBZAZAJJ;KIRKWOOD
051020;MOLTENO BRANCH CLOSE;STANDARD BANK;MOLTENO BRANCH MERGE WITH QUEENSTOWN BRANCH;SOUTH AFRICA;SBZAZAJJ;MOLTENO BRANCH CLOSE
051002;KIMBERLEY CLEARING HOUSE;STANDARD BANK;THE STANDARD BANK OF SOUTH AFR;SOUTH AFRICA;SBZAZAJJ;KIMBERLEY CLEARING HOUSE
051008;WILLISTON;STANDARD BANK;LUTZ STREET;SOUTH AFRICA;SBZAZAJJ;WILLISTON
051001;STANDARD BANK SOUTH AFRICA;STANDARD BANK;5 SIMMONDS STREET;SOUTH AFRICA;SBZAZAJJ;STANDARD BANK SOUTH AFRICA
051108;LAINGSBURG;STANDARD BANK;VOORTREKKER STREET;SOUTH AFRICA;SBZAZAJJ;LAINGSBURG
051120;QUEENSTOWN;STANDARD BANK;CATHCART ROAD;SOUTH AFRICA;SBZAZAJJ;QUEENSTOWN
051121;EAST LONDON CLEARING HOUSE;STANDARD BANK;BARCLAYS NATIONAL BANK LTD., 7;SOUTH AFRICA;SBZAZAJJ;EAST LONDON CLEARING HOUSE
051117;PORT ALFRED;STANDARD BANK;CNR MAIN  & CAMPBELL STREET;SOUTH AFRICA;SBZAZAJJ;PORT ALFRED
051317;STANDARD TRUST PORT ELIZABETH;STANDARD BANK;2ND FLOOR, NORTH BLOCK,STANDAR;SOUTH AFRICA;SBZAZAJJ;STANDARD TRUST PORT ELIZABETH
051414;N1 CITY;STANDARD BANK;SHOP 45;SOUTH AFRICA;SBZAZAJJ;N1 CITY
051420;UGIE;STANDARD BANK;18 UMGA ROAD;SOUTH AFRICA;SBZAZAJJ;UGIE
051514;KUILS RIVER;STANDARD BANK;76 VAN RIEBEECK STREET;SOUTH AFRICA;SBZAZAJJ;KUILS RIVER
051517;OPS:PORT ELIZABETH ATM SERVICE;STANDARD BANK;1 PICKERING STREET;SOUTH AFRICA;SBZAZAJJ;OPS:PORT ELIZABETH ATM SERVICE
051640;MAFIKENG CLEARING HOUSE;STANDARD BANK;C/O ABSA BANK LTD;SOUTH AFRICA;SBZAZAJJ;MAFIKENG CLEARING HOUSE
051717;CLEARY PARK;STANDARD BANK;SHOP 85 CLEARY PARK CENTRE;SOUTH AFRICA;SBZAZAJJ;CLEARY PARK
051820;STERKSPRUIT;STANDARD BANK;SHOP 2, MEHLOMAKHULU SHOPPING CENTRE;SOUTH AFRICA;SBZAZAJJ;STERKSPRUIT
051917;PORT ELIZABETH CLEARING HOUSE;STANDARD BANK;2ND FLOOR 32-36 MAIN STREET;SOUTH AFRICA;SBZAZAJJ;PORT ELIZABETH CLEARING HOUSE
052020;QUEENSTOWN CLEARING HOUSE;STANDARD BANK;THE STANDARD BANK OF SOUTH AFRICA LIMITED;SOUTH AFRICA;SBZAZAJJ;QUEENSTOWN CLEARING HOUSE
052040;OPS:MAFIKENG CASH CENTRE;STANDARD BANK;CNR NELSON MANDELA AND VICTORIA STREET;SOUTH AFRICA;SBZAZAJJ;OPS:MAFIKENG CASH CENTRE
052038;KLERKSDORP;STANDARD BANK;43 O R TAMBO STREET;SOUTH AFRICA;SBZAZAJJ;KLERKSDORP
052152;PHALABORWA CLEARING HOUSE;STANDARD BANK;THE STANDARD BANK OF SOUTH AFR;SOUTH AFRICA;SBZAZAJJ;PHALABORWA CLEARING HOUSE
052352;KOMATIPOORT;STANDARD BANK;SHOP 49 BELCELIA CENTRE RISSIK STREET;SOUTH AFRICA;SBZAZAJJ;KOMATIPOORT
052317;CIB: EASTERN CAPE PE;STANDARD BANK;STANDARD BANK CENTRE 1 PICKERING STREET;SOUTH AFRICA;SBZAZAJJ;CIB: EASTERN CAPE PE
052452;HAZYVIEW;STANDARD BANK;SHOP 167;SOUTH AFRICA;SBZAZAJJ;HAZYVIEW
052446;RUSTENBERG CLEARING HOUSE;STANDARD BANK;C/O STANDARD BANK OF S A LTD;SOUTH AFRICA;SBZAZAJJ;RUSTENBERG CLEARING HOUSE
052546;BRITS BRANCH;STANDARD BANK;SAFARI BRITS CENTRE;SOUTH AFRICA;SBZAZAJJ;BRITS BRANCH
052552;BARBERTON;STANDARD BANK;81 CROWN STREET;SOUTH AFRICA;SBZAZAJJ;BARBERTON
052550;HENDRINA;STANDARD BANK;CHURCH STREET;SOUTH AFRICA;SBZAZAJJ;HENDRINA
052551;CAROLINA;STANDARD BANK;50 VOORTREKKER STREET;SOUTH AFRICA;SBZAZAJJ;CAROLINA
052544;BETHAL;STANDARD BANK;CNR EEUFEES AND MARK STREET;SOUTH AFRICA;SBZAZAJJ;BETHAL
052539;LICHTENBURG;STANDARD BANK;CNR SCHOLTZ AND MARITZ STREET;SOUTH AFRICA;SBZAZAJJ;LICHTENBURG
052547;LEPHALALE;STANDARD BANK;FOX ODENDAAL STREET;SOUTH AFRICA;SBZAZAJJ;LEPHALALE
052548;POLOKWANE SQUARE;STANDARD BANK;STANDARD BANK SQUARE BUILDING;SOUTH AFRICA;SBZAZAJJ;POLOKWANE SQUARE
052549;LOUIS TRICHARDT BRANCH;STANDARD BANK;N1 FREEWAY CORNER R524;SOUTH AFRICA;SBZAZAJJ;LOUIS TRICHARDT BRANCH
052524;PONGOLA;STANDARD BANK;55 PIET RETIEF STREET;SOUTH AFRICA;SBZAZAJJ;PONGOLA
052621;MTHATHA WEST;STANDARD BANK;47 LEEDS ROAD;SOUTH AFRICA;SBZAZAJJ;MTHATHA WEST
052649;MUSINA;STANDARD BANK;10 NATIONAL ROAD;SOUTH AFRICA;SBZAZAJJ;MUSINA
052647;GROBLERSDAL;STANDARD BANK;7 HEREFORD STREET;SOUTH AFRICA;SBZAZAJJ;GROBLERSDAL
052648;MOKOPANE;STANDARD BANK;SHOP 19 MOKOPANE MALL;SOUTH AFRICA;SBZAZAJJ;MOKOPANE
052639;SCHWEIZER RENEKE;STANDARD BANK;50B SCHWEIZER STREET;SOUTH AFRICA;SBZAZAJJ;SCHWEIZER RENEKE
052644;DELMAS;STANDARD BANK;30 SAREL CILLIERS STREET;SOUTH AFRICA;SBZAZAJJ;DELMAS
052643;BALFOUR MPUMALANGA;STANDARD BANK;CNR STUART AND VOORTREKKER STREET;SOUTH AFRICA;SBZAZAJJ;BALFOUR MPUMALANGA
052646;RUSTENBURG BRANCH CLOSE;STANDARD BANK;RUSTENBURG BRANCH MERGE WITH WATERFALL MALL;SOUTH AFRICA;SBZAZAJJ;RUSTENBURG BRANCH CLOSE
052640;ZEERUST;STANDARD BANK;38 CHURCH STREET;SOUTH AFRICA;SBZAZAJJ;ZEERUST
